_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,price,image,image/_source,image/_title,image/_alt
,82,shopclues Result Data,shopclues Result Data,82,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Canvas Hotknot A99 8Gb - (6 Months Brand Warranty) Blue,11500,,,,
,83,shopclues Result Data,shopclues Result Data,83,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Nokia Lumia 630 Dual Sim - (6 Months Brand Warranty),10100,,,,
,84,shopclues Result Data,shopclues Result Data,84,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Nokia Lumia 920 - (6 Months Brand Warranty) Black,32000,,,,
,85,shopclues Result Data,shopclues Result Data,85,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Canvas 4 A210 - (6 Months Brand Warranty),16500,,,,
,86,shopclues Result Data,shopclues Result Data,86,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax C192 Cdma Mobile Phone - (6 Months Brand Warranty),1620,,,,
,87,shopclues Result Data,shopclues Result Data,87,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Samsung Galaxy Tab 3 T211 Tablet Brand Warranty - (6 Months Brand....,14816,,,,
,88,shopclues Result Data,shopclues Result Data,88,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple Iphone 6 Plus 16GB (6 Months Brand Warranty),43500,,,,
,89,shopclues Result Data,shopclues Result Data,89,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple Iphone 6 16GB Space Grey - (6 Months Brand Warranty),36699,,,,
,90,shopclues Result Data,shopclues Result Data,90,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Samsung Galaxy S3 I9300 - (6 Months Brand Warranty),9999,,,,
,91,shopclues Result Data,shopclues Result Data,91,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Samsung Galaxy Note Edge SM-N915 - (6 Months Brand Warranty),37999,,,,
,92,shopclues Result Data,shopclues Result Data,92,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Samsung Galaxy TAB 4 T231 - White - (6 Months Brand Warranty),9499,,,,
,93,shopclues Result Data,shopclues Result Data,93,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple iPhone 5S - 16GB Gold-(6 Months Brand Warranty),29999,,,,
,94,shopclues Result Data,shopclues Result Data,94,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple iPhone 5S - Space Gray 32GB-(6 Months Brand Warranty),35999,,,,
,95,shopclues Result Data,shopclues Result Data,95,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple iPhone 6 - 128GB Space Gray-(6 Months Brand Warranty),69999,,,,
,96,shopclues Result Data,shopclues Result Data,96,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,YNew Certified Nokia Lumia 1320 (8GB Yellow) - (6 months Brand....,9999,,,,
,97,shopclues Result Data,shopclues Result Data,97,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Asus Padfone Mini White 8 GB - (6 Months Brand Warranty),10299,,,,
,98,shopclues Result Data,shopclues Result Data,98,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Asus Tablet FE171 Black 16 GB Wi-Fi+3G - (6 Months Brand Warranty),8999,,,,
,99,shopclues Result Data,shopclues Result Data,99,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Asus Zenfone 2 ZE550ML White 2GB RAMHD Display16 GB -(6 Months....,10799,,,,
,100,shopclues Result Data,shopclues Result Data,100,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Honor 4X White 8 GB - (6 Months Brand Warranty),8299,,,,
,101,shopclues Result Data,shopclues Result Data,101,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Honor Bee Black and White 8 GB - (6 Months Brand Warranty),3999,,,,
,102,shopclues Result Data,shopclues Result Data,102,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Moto E (2nd Gen) 3G Black 8 GB - (6 Months Brand Warranty),5999,,,,
,103,shopclues Result Data,shopclues Result Data,103,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Moto X (2nd Generation) - 16 GB - (6 Months Brand Warranty),15999,,,,
,104,shopclues Result Data,shopclues Result Data,104,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Motorola Nexus 6 XT1100 64GB - (6 Months Brand Warranty),27999,,,,
,105,shopclues Result Data,shopclues Result Data,105,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Microsoft Lumia 540 Black 8 Gb - (6 Months Brand Warranty),6499,,,,
,106,shopclues Result Data,shopclues Result Data,106,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Apple Iphone 4S - 8Gb - (6 Months Brand Warranty),10589,,,,
,107,shopclues Result Data,shopclues Result Data,107,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Unite 2 8Gb - (6 Months Brand Warranty),5099,,,,
,108,shopclues Result Data,shopclues Result Data,108,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=3,Micromax Funbook P280 4GB - (6 Months Brand Warranty),3599,,,,
,109,shopclues Result Data,shopclues Result Data,109,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Mega 5.8 9152 - (6 Months Brand Warranty),12999,,,,
,110,shopclues Result Data,shopclues Result Data,110,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Note 3 Neo - (White 16 GB)-Refurbished,14299,,,,
,111,shopclues Result Data,shopclues Result Data,111,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple iPhone 5S - Space Gray 16GB - (6 Months Brand Warranty),30999,,,,
,112,shopclues Result Data,shopclues Result Data,112,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Grand Prime - G530 - Grey-(6 Months Brand Warranty),8899,,,,
,113,shopclues Result Data,shopclues Result Data,113,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Note 3 N9000 - Gold-(6 Months Brand Warranty),22699,,,,
,114,shopclues Result Data,shopclues Result Data,114,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Grand 2 SM-G7102 - Gold-(6 Months Brand Warranty),11499,,,,
,115,shopclues Result Data,shopclues Result Data,115,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple Iphone 6 64GB Silver-(6 Months Brand Warranty),42899,,,,
,116,shopclues Result Data,shopclues Result Data,116,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Star S5282 - (6 Months Brand Warranty),2699,,,,
,117,shopclues Result Data,shopclues Result Data,117,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple I phone 5c 16Gb-(6 Months Brand Warranty),19399,,,,
,118,shopclues Result Data,shopclues Result Data,118,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Golden 9230 - (6 Months Brand Warranty),20699,,,,
,119,shopclues Result Data,shopclues Result Data,119,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple Iphone 6 Plus 64GB Gold-(6 Months Brand Warranty),49999,,,,
,120,shopclues Result Data,shopclues Result Data,120,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple iPhone 6 - 16GB Gold-(6 Months Brand Warranty),37999,,,,
,121,shopclues Result Data,shopclues Result Data,121,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Tab 3 T211 Tablet Brand Warranty.-Refurbished 6....,8999,,,,
,122,shopclues Result Data,shopclues Result Data,122,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Tab 2 P3110 - Silver - (6 Months Brand Warranty),6699,,,,
,123,shopclues Result Data,shopclues Result Data,123,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Omnia M - S7530 Deep-Gray - (6 Months Brand Warranty),4099,,,,
,124,shopclues Result Data,shopclues Result Data,124,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Note 5100 Tablet (White) - (6 Months Brand Warranty),10499,,,,
,125,shopclues Result Data,shopclues Result Data,125,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Note Pro 12.2 Tablet( 32 GB Wi-Fi 3G) - (6 Months....,31799,,,,
,126,shopclues Result Data,shopclues Result Data,126,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Trend GT-S7392 - Black-(6 Months Brand Warranty),4299,,,,
,127,shopclues Result Data,shopclues Result Data,127,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Trend GT-S7392 -(6 Months Brand Warranty),4199,,,,
,128,shopclues Result Data,shopclues Result Data,128,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple Iphone 6 Plus 128GB (6 Months Brand Warranty),56000,,,,
,129,shopclues Result Data,shopclues Result Data,129,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Note 2 N7100 - (6 Months Brand Warranty),15199,,,,
,130,shopclues Result Data,shopclues Result Data,130,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Apple Iphone 6 64GB Space Grey-(6 Months Brand Warranty),42899,,,,
,131,shopclues Result Data,shopclues Result Data,131,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy Star Pro GT-S7262 - (6 Months Brand Warranty),3699,,,,
,132,shopclues Result Data,shopclues Result Data,132,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy S Duos 3 SM-G313HR - White - (6 Months Brand Warranty),4799,,,,
,133,shopclues Result Data,shopclues Result Data,133,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Sony ST21i Tipo Single Deep Red-(6 Months Brand Warranty),2799,,,,
,134,shopclues Result Data,shopclues Result Data,134,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Asus Zenfone 4 A450CXG 8GB - (6 months Brand Warranty),6990,,,,
,135,shopclues Result Data,shopclues Result Data,135,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Lowest rate challenge,36500,,,,
,136,shopclues Result Data,shopclues Result Data,136,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Ambrane A 37 3G calling Tab - (6 Months Brand Warranty),4390,,,,
,137,shopclues Result Data,shopclues Result Data,137,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Ambrane 6 in 1 IT combo - (6 Months Brand Warranty),1699,,,,
,138,shopclues Result Data,shopclues Result Data,138,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,YNew Certified Asus Zenfone 2 16GB - (6 Months Brand Warranty),12999,,,,
,139,shopclues Result Data,shopclues Result Data,139,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Samsung Galaxy S4 Mini I9192 (6 Months Brand Warranty),12799,,,,
,140,shopclues Result Data,shopclues Result Data,140,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Spice Dream Uno Mi-498 - Black - (6 Months Brand Warranty),5699,,,,
,141,shopclues Result Data,shopclues Result Data,141,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Dell Venue 7 - 16 GB with 3G - (6 Months Brand Warranty),13799,,,,
,142,shopclues Result Data,shopclues Result Data,142,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Dell Venue 7 3000 Series 16GB - (6 Months Brand Warranty),9899,,,,
,143,shopclues Result Data,shopclues Result Data,143,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,iBall slide WQ32 - (6 Months Brand Warranty),16500,,,,
,144,shopclues Result Data,shopclues Result Data,144,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=4,Micromax Funbook Duo P310 - (6 Months Brand Warranty),8950,,,,
,145,shopclues Result Data,shopclues Result Data,145,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,SAMSUNG T310 Tab 3 - (6 months Brand Warranty),10500,,,,
,146,shopclues Result Data,shopclues Result Data,146,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Samsung 5303 Galaxy Y Plus-(6 Months Brand Warranty),6530,,,,
,147,shopclues Result Data,shopclues Result Data,147,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Nokia Lumia 1020 6 Months Brand Warranty,16999,,,,
,148,shopclues Result Data,shopclues Result Data,148,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Karbonn A52 plus (6 Months Brand Warranty),4190,,,,
,149,shopclues Result Data,shopclues Result Data,149,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,HCL ME AE7-A1 Tablet - Refurbished,3240,,,,
,150,shopclues Result Data,shopclues Result Data,150,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Karbonn K205 (Black)-(6 Months Brand Warranty),890,,,,
,151,shopclues Result Data,shopclues Result Data,151,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Alcatel One Touch 606 - Black-Refurbished,1500,,,,
,152,shopclues Result Data,shopclues Result Data,152,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Samsung S5620 Monte Mobile Phone-Refurbished,8599,,,,
,153,shopclues Result Data,shopclues Result Data,153,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Samsung 3802 Rex 70-Refurbished,2900,,,,
,154,shopclues Result Data,shopclues Result Data,154,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,SAMSUNG L700 - Refurbished,5999,,,,
,155,shopclues Result Data,shopclues Result Data,155,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Samsung Corby TV F339 - Refurbished,3549,,,,
,156,shopclues Result Data,shopclues Result Data,156,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Xiaomi Mi 3 - Refurbished,13999,,,,
,157,shopclues Result Data,shopclues Result Data,157,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Apple iPhone 6 - 128GB Silver-(6 Months Brand Warranty),67599,,,,
,158,shopclues Result Data,shopclues Result Data,158,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,HTC Butterfly S (Black)-Refurbished,25999,,,,
,159,shopclues Result Data,shopclues Result Data,159,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,ZTE R221-Refurbished,699,,,,
,160,shopclues Result Data,shopclues Result Data,160,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Xolo Q600 White-(6 Months Brand Warranty),3999,,,,
,161,shopclues Result Data,shopclues Result Data,161,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Xolo A500L Black-(6 Months Brand Warranty),3950,,,,
,162,shopclues Result Data,shopclues Result Data,162,http://www.shopclues.com/index.php?subcats=Y&status=A&pname=Y&product_code=Y&match=all&pkeywords=Y&z=1&q=smartphones&auto_suggest=0&cid=28970&dispatch=products.search&search_performed=Y&category=category_id%3A28970&page=5,Sony Tipo Dual ST21i2 Black-(6 Months Brand Warranty),3399,,,,
